region,council,ward,schoolName,regNumber,ownership,Agriculture_form3Students,agriculture_form3Books,basicMath_form3Students,bmath_form3Books,biology_form3Students,biology_form3Books,bkeeping_form3Students,bkeeping_form3Books,chemistry_form3Students,chemistry_form3Books,civics_form3Students,civics_form3Books,commerce_form3Students,commerce_form3Books,english_form3Students,english_form3Books,geography_form3Students,geography_form3Books,history_form3Students,history_form3Books,kiswahili_form3Students,kiswahili_form3Books,physics_form3Students,physics_form3Books
Manyara,Hanang,Mulbadaw,MULBADAW,S.847,Government,0,5,84,74,84,28,0,0,84,20,84,5,0,0,84,90,84,75,84,68,84,30,84,44
Manyara,Hanang,Nangwa,HANANG,S.2017,Government,49,4,90,170,90,170,0,0,55,20,90,8,0,0,90,14,90,20,90,16,90,27,33,74
Manyara,Hanang,Nangwa,NANGWA,S.144,Government,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manyara,Hanang,Simbay,SIMBAY,S.2831,Government,0,0,54,10,54,13,0,0,20,10,54,4,0,0,54,14,54,6,54,12,54,10,13,5
Manyara,Hanang,Sirop,SIROP,S.2834,Government,0,0,26,77,26,32,0,0,26,65,26,1,0,0,26,0,26,2,26,1,26,16,10,77
Manyara,Hanang,Wareta,WARETA,S.2015,Government,0,0,41,31,41,19,0,0,41,30,41,3,0,0,41,8,41,3,41,1,41,6,18,23
Manyara,Kiteto,Bwagamoyo,KITETO,S.475,Government,0,0,166,118,166,81,0,0,56,78,166,40,0,0,166,260,166,77,166,93,166,95,56,53
Manyara,Kiteto,Bwawani,MATUI,S.3711,Government,0,0,198,88,198,53,0,0,58,57,198,5,0,0,198,66,198,65,198,65,198,84,58,60
Manyara,Kiteto,Chapakazi,ECO,S.4648,Government,0,0,142,8,142,3,0,0,29,3,142,6,0,0,142,5,142,10,142,6,142,5,24,3
Manyara,Kiteto,Dongo,DONGO,S.2823,Government,0,0,54,80,54,47,0,0,16,79,54,2,0,0,54,20,54,6,54,4,54,29,15,78
Manyara,Kiteto,Dosidosi,DOSIDOSI,S.3712,Government,0,0,64,97,64,35,0,0,21,61,64,9,0,0,64,40,64,20,64,23,64,75,21,68
Manyara,Kiteto,Engusero,ENGUSERO,S.1030,Government,0,0,195,60,195,65,0,0,56,20,195,35,0,0,195,199,195,97,195,87,195,202,56,48
Manyara,Kiteto,Kaloleni,BWAKALO,S.4404,Government,25,3,179,25,179,36,0,0,8,10,179,3,0,0,179,18,179,0,179,0,179,8,18,10
Manyara,Kiteto,Kibaya,KIBAYA,S.4647,Government,0,0,109,47,109,73,3,0,18,8,109,7,20,0,109,10,109,62,109,62,109,36,4,15
Manyara,Kiteto,Kibaya,MTETEMELA,S.4543,Non-Government,0,0,11,45,11,45,0,0,10,25,11,25,0,0,11,45,11,45,11,25,11,45,8,45
Manyara,Kiteto,Kijungu,KIJUNGU,S.4372,Government,0,0,40,16,40,17,0,0,19,7,40,3,0,0,40,36,40,3,40,4,40,11,19,6
Manyara,Kiteto,Lengatei,LESOIT,S.4106,Government,0,0,143,59,143,40,0,0,39,57,143,11,0,0,143,9,143,39,143,36,143,17,25,75
Manyara,Kiteto,Magungu,MAGUNGU,S.4371,Government,0,0,61,13,61,29,0,0,24,11,61,4,0,0,61,25,61,30,61,19,61,10,17,7
Manyara,Kiteto,Ndedo,NDEDO,S.2824,Government,0,0,127,91,127,60,0,0,32,93,127,15,0,0,127,20,127,15,127,4,127,15,22,45
Manyara,Kiteto,Njoro,NJORO,S.4105,Government,0,0,120,100,120,35,0,0,28,100,120,11,0,0,120,8,120,6,120,9,120,11,19,77
Manyara,Kiteto,Olboloti,KIPERESA,S.4104,Government,0,0,54,116,54,53,0,0,19,80,54,7,0,0,54,33,54,10,54,10,54,43,19,82
Manyara,Kiteto,Partimbo,PARTIMBO,S.5029,Government,0,0,107,6,107,2,0,0,32,1,107,2,0,0,107,1,107,3,107,1,107,2,15,1
Manyara,Kiteto,Songambele,ORKINE,S.4107,Government,0,0,57,53,57,10,0,0,17,14,57,1,0,0,57,15,57,8,57,8,57,15,10,2
Manyara,Kiteto,Sunya,SUNYA,S.4103,Government,0,0,58,49,58,25,0,0,17,10,58,3,0,0,58,16,58,14,58,16,58,41,9,51
Manyara,Mbulu,Bashay,BASHAY,S.1526,Government,25,9,75,82,75,52,0,0,30,52,75,8,0,0,75,86,75,48,75,42,75,76,12,52
Manyara,Mbulu,Dinamu,DINAMU,S.2554,Government,41,0,88,40,88,15,0,0,46,26,88,0,0,0,88,50,88,27,88,27,88,25,16,20
Manyara,Mbulu,Dongobesh,ALEXANDER SAULO,S.3727,Government,0,0,95,66,95,70,0,0,95,50,95,30,0,0,95,80,95,30,95,30,95,35,22,20
Manyara,Mbulu,Dongobesh,DONGOBESH,S.233,Non-Government,69,8,91,6,91,6,0,0,91,14,91,9,0,0,91,4,91,14,91,6,91,6,57,6
Manyara,Mbulu,Endamilay,PHILIPO MARMO,S.2552,Government,32,16,88,73,88,56,0,0,88,68,88,23,0,0,88,211,88,57,88,58,88,212,18,39
Manyara,Mbulu,Geterer,HAYDOM,S.2553,Government,50,2,105,109,105,120,0,0,89,91,105,5,0,0,105,63,105,32,105,34,105,24,51,90
Manyara,Mbulu,Gidhimu,GIDHIM,S.1528,Government,51,3,95,82,95,75,0,0,48,65,95,20,0,0,95,30,95,30,95,25,95,20,13,89
Manyara,Mbulu,Haydarer,GIDAGWAJEDA,S.5037,Non-Government,0,0,25,50,25,50,0,0,25,50,25,50,0,0,25,50,25,50,25,50,25,50,25,50
Manyara,Mbulu,Haydarer,HAYDERER,S.4240,Government,55,1,55,84,55,69,0,0,55,47,55,2,0,0,55,79,55,1,55,2,55,96,6,65
Manyara,Mbulu,Haydarer,JAKAYA KIKWETE,S.2062,Government,49,1,49,6,49,42,0,0,49,43,49,1,0,0,49,5,49,1,49,5,49,5,17,39
Manyara,Mbulu,Haydom,DR.OLSEN,S.709,Government,48,3,152,169,152,128,0,0,73,65,152,21,0,0,152,158,152,70,152,79,152,155,45,28
Manyara,Mbulu,Haydom,MAMAKARI,S.4383,Government,52,5,103,17,103,21,0,0,41,10,103,5,0,0,103,12,103,10,103,2,103,25,47,12
Manyara,Mbulu,Labay,LABAY,S.5126,Government,0,0,50,0,50,0,0,0,0,0,50,0,0,0,50,0,50,0,0,0,50,0,0,0
Manyara,Mbulu,Maghang,MAGHANG,S.997,Government,130,7,130,338,130,130,0,0,130,218,130,2,0,0,130,177,130,13,130,36,130,64,35,298
Manyara,Mbulu,Maretadu,MARETADU JUU,S.4239,Government,75,6,75,111,75,70,0,0,75,93,75,4,0,0,75,50,75,55,75,3,75,16,33,93
Manyara,Mbulu,Maretadu,MARETADU,S.998,Government,30,2,43,25,43,24,0,0,30,4,43,2,0,0,43,8,43,1,43,3,43,20,19,26
Manyara,Mbulu,Masqaroda,BISHOP NICODEMUS HHANDO,S.4297,Government,73,3,103,116,103,85,0,0,75,92,103,2,0,0,103,81,103,42,103,46,103,35,20,92
Manyara,Mbulu,Tumati,ENDOJI,S.3776,Government,60,0,60,41,60,37,0,0,36,0,60,0,0,0,60,151,60,11,60,11,60,60,19,9
Manyara,Mbulu,Tumati,TUMATI,S.901,Government,47,4,85,70,85,60,0,0,61,45,85,3,0,0,85,100,85,45,85,15,85,50,40,52
Manyara,Mbulu,Yaeda Ampa,YAEDA AMPA,S.2555,Government,89,1,89,44,89,37,0,0,89,47,89,5,0,0,89,80,89,28,89,20,89,41,89,39
Manyara,Mbulu,Yaeda Chini,YAEDA CHINI,S.3713,Government,41,0,41,60,41,48,0,0,41,53,41,2,0,0,41,1,41,3,41,0,41,0,15,60
Manyara,Mbulu TC,Ayamaami,NOWU,S.2550,Government,37,1,144,38,144,32,41,2,45,3,144,1,41,1,144,20,144,1,144,25,144,12,28,3
Manyara,Mbulu TC,Bargish,BARGISH,S.1527,Government,40,10,117,127,117,127,0,0,54,33,117,33,0,0,117,182,117,81,117,78,117,170,65,38
Manyara,Mbulu TC,Daudi,DAUDI TEEWI,S.4843,Government,44,0,92,1,92,1,0,0,61,1,92,1,0,0,92,1,92,1,92,30,92,18,37,1
Manyara,Mbulu TC,Endagikot,CHIEF SARWATT,S.257,Government,48,39,218,56,218,9,0,0,64,30,218,1,0,0,218,188,218,53,218,47,218,7,42,152
Manyara,Mbulu TC,Endagikot,SANU SEMINARI,S.196,Non-Government,0,0,52,50,52,49,52,0,52,55,52,60,0,0,52,62,52,63,52,49,52,50,52,49
Manyara,Mbulu TC,Endagikot,SANU TECHNICAL,S.3869,Non-Government,0,0,33,10,33,10,0,0,33,10,33,10,0,0,33,10,33,10,0,0,33,10,0,0
Manyara,Mbulu TC,Gehandu,GEHANDU,S.996,Government,0,0,171,169,171,189,56,4,51,125,171,13,56,2,171,225,171,19,171,13,171,234,0,46
Manyara,Mbulu TC,Gunyoda,GUNYODA,S.2063,Government,35,10,90,95,90,100,0,0,35,15,90,9,0,0,90,85,90,24,90,18,90,25,20,45
Manyara,Mbulu TC,Kainam,KAINAM,S.902,Government,114,0,114,30,114,28,0,0,114,28,114,10,0,0,114,15,114,45,114,45,114,5,114,5
Manyara,Mbulu TC,Marang,DAUDI,S.511,Government,91,10,91,83,91,96,0,0,91,62,91,8,0,0,91,20,91,33,91,37,91,105,29,103
Manyara,Mbulu TC,Muray,MURRAY,S.706,Government,37,10,63,170,63,95,0,0,37,112,63,19,0,0,63,24,63,56,63,57,63,108,19,71
Manyara,Mbulu TC,Nahasey,SOHEDA,S.4238,Government,25,1,44,23,44,21,0,0,25,19,44,1,0,0,44,17,44,15,44,14,44,1,21,18
Manyara,Mbulu TC,Nambis,HHAYNU,S.5008,Government,27,0,63,0,63,0,0,0,43,0,63,63,0,0,63,0,63,63,63,63,63,63,13,0
Manyara,Mbulu TC,Nambis,NAMBIS,S.5127,Government,60,1,60,1,60,1,0,0,40,1,60,1,0,0,60,1,60,1,60,1,60,1,29,1
Manyara,Mbulu TC,Sanu Baray,IMBORU,S.135,Non-Government,26,22,26,25,26,28,0,0,26,25,26,25,0,0,26,25,26,27,26,25,26,25,26,27
Manyara,Mbulu TC,Silaloda,SILALODA,S.2551,Government,0,0,45,30,45,12,0,0,45,15,45,1,0,0,45,9,45,1,45,1,45,43,13,18
Manyara,Mbulu TC,Tlawi,TLAWI,S.1173,Government,119,0,119,86,119,93,0,0,42,93,119,0,0,0,119,92,119,30,119,21,119,42,25,4
Manyara,Mbulu TC,Uhuru,GENDA,S.4329,Non-Government,0,0,109,50,109,30,0,0,109,64,109,42,0,0,109,45,109,40,109,40,109,40,109,42
Manyara,Mbulu TC,Uhuru,SINGLAND,S.4967,Government,40,0,107,0,107,0,0,0,40,0,107,0,0,0,107,47,107,49,107,45,107,0,25,0
Manyara,Simanjiro,Emboreet,EMBOREET,S.4243,Government,0,0,111,120,111,67,0,0,54,89,111,63,0,0,111,73,111,18,111,30,111,30,54,75
Manyara,Simanjiro,Endiamutu,MERERANI BENJAMIN WILLIAM MKAPA,S.1007,Government,0,0,172,1,172,10,0,0,44,3,172,2,0,0,172,3,172,1,172,2,172,5,44,4
Manyara,Simanjiro,Komolo,ENG'ENO,S.3858,Government,0,0,45,90,45,44,0,0,17,50,45,5,0,0,45,12,45,12,45,8,45,6,10,70
Manyara,Simanjiro,Loiborsiret,LOIBORSIRET,S.4441,Government,0,0,63,10,63,6,0,0,40,6,63,4,0,0,63,22,63,14,63,8,63,4,20,4
Manyara,Simanjiro,Loiborsoit,LOIBORSOIT,S.2558,Government,9,0,59,39,59,97,0,0,20,2,59,2,0,0,59,20,59,16,59,21,59,9,7,45
Manyara,Simanjiro,Mirerani,AL-FALLAH ISLAMIC,S.4972,Non-Government,0,0,18,2,18,2,0,0,15,2,18,2,0,0,18,5,18,2,18,2,18,6,12,1
Manyara,Simanjiro,Mirerani,TANZANITE,S.5117,Government,0,0,175,3,175,3,0,1,44,3,175,3,0,1,175,9,175,6,175,3,175,8,21,3
Manyara,Simanjiro,Msitu wa Tembo,MSITU WA TEMBO,S.1580,Government,48,0,215,47,215,21,0,0,55,19,215,3,0,0,215,17,215,36,215,2,215,25,28,4
Manyara,Simanjiro,Naberera,EMBRIS BOYS,S.5424,Non-Government,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manyara,Simanjiro,Naberera,NABERERA,S.2822,Government,0,0,107,48,107,39,0,0,38,60,107,24,0,0,107,227,107,32,107,38,107,232,34,40
Manyara,Simanjiro,Naisinyai,EWONG'ON,S.3755,Government,0,0,102,20,102,2,0,0,60,30,102,2,0,0,102,8,102,4,102,3,102,4,50,20
Manyara,Simanjiro,Naisinyai,NAISINYAI,S.1845,Government,0,0,151,69,151,48,0,0,54,21,151,18,0,0,151,62,151,20,151,22,151,13,54,30
Manyara,Simanjiro,Ngorika,NYUMBA YA MUNGU,S.3756,Government,21,10,94,103,94,23,0,0,39,78,94,12,0,0,94,68,94,7,94,12,94,61,32,58
Manyara,Simanjiro,Oljoro No.5,OLJOLO NAMBA TANO,S.4837,Government,0,0,75,10,75,27,0,0,25,17,75,12,0,0,75,45,75,15,75,24,75,59,25,12
Manyara,Simanjiro,Orkesumet,SIMANJIRO,S.768,Government,0,0,197,14,197,36,0,0,53,18,197,43,0,0,197,97,197,43,197,36,197,86,39,27
Manyara,Simanjiro,Ruvu Remit,RUVU REMMIT,S.4299,Government,0,0,37,60,37,40,0,0,37,50,37,5,0,0,37,4,37,1,37,1,37,13,5,74
Manyara,Simanjiro,Shambarai,MGUTWA,S.4514,Non-Government,0,0,21,4,21,4,5,3,10,4,21,4,5,0,21,4,21,4,21,4,21,4,8,4
Manyara,Simanjiro,Shambarai,SHAMBARAI,S.3754,Government,0,0,111,21,111,20,0,0,20,15,111,1,0,0,111,16,111,13,111,13,111,6,18,10
Manyara,Simanjiro,Terrat,TERRAT,S.3857,Government,0,0,94,6,94,7,0,0,40,8,94,11,0,0,94,13,94,4,94,5,94,9,42,2
Mara,Bunda,Butimba,BULAMBA,S.1035,Government,0,0,193,108,193,36,0,0,40,69,193,22,0,0,193,29,193,16,193,12,193,18,0,19
Mara,Bunda,Chitengule,CHITENGULE,S.1510,Government,0,0,197,218,197,148,0,0,57,92,197,39,0,0,197,123,197,144,197,129,197,80,35,139
Mara,Bunda,Hunyari,HUNYARI,S.1502,Government,0,0,145,161,145,180,0,0,43,72,145,11,0,0,145,74,145,105,145,81,145,20,43,70
Mara,Bunda,Igundu,MWIGUNDU,S.1576,Government,0,0,148,168,148,116,0,0,18,116,148,2,0,0,148,169,148,33,148,26,148,24,23,168
Mara,Bunda,Iramba,KWIRAMBA,S.1034,Government,0,0,119,139,119,117,0,0,23,120,119,44,0,0,119,162,119,132,119,112,119,133,13,176
Mara,Bunda,Ketare,ESPERANTO,S.4797,Government,0,0,123,7,123,3,0,0,24,2,123,5,0,0,123,29,123,17,123,20,123,10,9,1
Mara,Bunda,Kibara,KIBARA,S.842,Non-Government,0,0,17,1,17,1,0,0,17,1,17,1,0,0,17,10,17,1,17,1,17,11,17,1
Mara,Bunda,Kibara,MWIBARA,S.4798,Government,0,0,219,4,219,4,0,0,48,4,219,4,0,0,219,57,219,57,219,57,219,4,45,4
Mara,Bunda,Kisorya,CHISORYA,S.1508,Government,0,0,312,56,312,72,0,0,79,25,312,1,0,0,312,50,312,50,312,50,312,1,79,53
Mara,Bunda,Mihingo,MEKOMARIRO,S.1579,Government,0,0,70,13,70,70,0,0,70,98,70,15,0,0,70,54,70,25,70,25,70,37,70,41
Mara,Bunda,Mihingo,MIHINGO,S.2152,Government,0,0,57,40,57,43,0,0,18,4,57,4,0,0,57,4,57,10,57,12,57,16,6,23
Mara,Bunda,Mugeta,CHAMRIHO,S.1160,Government,0,0,106,102,106,20,0,0,12,84,106,12,0,0,106,85,106,8,106,3,106,90,6,95
Mara,Bunda,Namhula,MURANDA,S.1509,Government,0,0,155,116,155,68,0,0,26,54,155,11,0,0,155,51,155,52,155,47,155,96,19,128
Mara,Bunda,Nansimo,NANSIMO,S.636,Government,0,0,156,110,156,200,0,0,35,19,156,9,0,0,156,70,156,2,156,2,156,2,13,110
Mara,Bunda,Neruma,NYERUMA,S.1506,Government,0,0,180,127,180,120,0,0,35,61,180,32,0,0,180,10,180,15,180,49,180,15,11,129
Mara,Bunda,Nyamang'uta,NYAMANG'UTA,S.4882,Government,0,0,128,30,128,9,0,0,24,5,128,2,0,0,128,21,128,21,128,0,128,53,9,10
Mara,Bunda,Nyamuswa,IKIZU,S.59,Non-Government,12,5,107,15,107,15,0,0,85,15,107,10,0,0,107,50,107,30,107,20,107,20,47,10
Mara,Bunda,Nyamuswa,MAKONGORO,S.332,Government,0,0,208,119,208,0,0,0,0,0,208,0,0,0,208,0,208,0,208,0,208,0,0,0
Mara,Bunda,Salama,SALAMA,S.1578,Government,0,0,103,77,103,80,0,0,34,3,103,6,0,0,103,60,103,9,103,20,103,34,33,24
Mara,Bunda TC,Balili,RUBANA,S.1504,Government,0,0,222,73,222,37,0,0,52,65,222,4,0,0,222,5,222,4,222,2,222,2,52,20
Mara,Bunda TC,Bunda Stoo,ACT BUNDA GIRLS,S.4808,Non-Government,0,0,59,52,59,20,0,0,29,12,59,24,0,0,59,128,59,43,59,27,59,66,28,27
Mara,Bunda TC,Bunda Stoo,BUNDA STOO,S.5473,Government,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mara,Bunda TC,Bunda Stoo,MIGUNGANI,S.5474,Government,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mara,Bunda TC,Bunda Stoo,MKWEZI GIRLS,S.4186,Non-Government,0,0,22,3,22,3,0,0,15,2,22,5,0,0,22,10,22,3,22,3,22,10,15,2
Mara,Bunda TC,Bunda Stoo,NUI,S.4041,Non-Government,0,0,55,80,55,75,0,0,55,84,55,86,0,0,55,89,55,79,55,80,55,86,40,90
Mara,Bunda TC,Guta,GUTA,S.1505,Government,0,0,144,62,144,86,0,0,19,27,144,3,0,0,144,59,144,42,144,36,144,9,18,33
Mara,Bunda TC,Kabarimu,BUNDA,S.369,Government,0,0,166,200,166,220,0,0,84,86,166,19,0,0,166,173,166,119,166,100,166,75,60,80
Mara,Bunda TC,Kabarimu,NYIENDO,S.1575,Government,0,0,219,281,219,100,0,0,57,87,219,50,0,0,219,100,219,109,219,109,219,20,32,102
Mara,Bunda TC,Kabasa,KABASA,S.1280,Government,0,0,197,55,197,51,0,0,29,11,197,2,0,0,197,6,197,1,197,3,197,9,25,5
Mara,Bunda TC,Kunzugu,KUNZUGU,S.1501,Government,0,0,164,30,164,40,0,0,49,5,164,3,0,0,164,3,164,1,164,1,164,1,25,15
Mara,Bunda TC,Manyamanyama,MANYAMANYAMA,S.5470,Government,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mara,Bunda TC,Mcharo,PAUL JONES,S.5472,Government,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mara,Bunda TC,Mcharo,SIZAKI,S.1503,Government,0,0,188,123,188,22,0,0,59,90,188,4,0,0,188,64,188,46,188,36,188,51,16,90
Mara,Bunda TC,Nyasura,DR. NCHIMBI,S.1500,Government,0,0,271,217,271,150,4,4,135,98,271,0,4,4,271,214,271,0,271,1,271,0,76,92
Mara,Bunda TC,Nyasura,ELLYS,S.1765,Non-Government,0,0,33,45,33,45,0,0,33,45,33,7,0,0,33,45,33,45,33,45,33,45,33,0
Mara,Bunda TC,Nyatwali,NYATWALI,S.5471,Government,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mara,Bunda TC,Sazira,MAHENDE,S.4696,Non-Government,0,0,47,33,47,33,0,0,47,33,47,33,0,0,47,33,47,33,47,33,47,42,47,33
Mara,Bunda TC,Sazira,SAZIRA,S.1507,Government,0,0,365,85,365,64,0,0,54,11,365,3,0,0,365,116,365,31,365,45,365,36,36,44
Mara,Bunda TC,Wariku,WARIKU,S.1577,Government,0,0,113,18,113,30,0,0,28,10,113,2,0,0,113,6,113,3,113,2,113,9,10,8
Mara,Butiama,Bisumwa,MKONO,S.1428,Government,0,0,96,75,96,5,0,0,40,6,96,2,0,0,96,35,96,30,96,34,96,5,40,87
Mara,Butiama,Buhemba,BUHEMBA,S.2001,Government,0,0,151,168,151,138,0,0,20,119,151,4,0,0,151,77,151,57,151,45,151,7,9,159
Mara,Butiama,Bukabwa,MMAZAMI,S.1998,Government,0,0,104,61,104,75,0,0,25,53,104,2,0,0,104,12,104,4,104,33,104,11,25,59
Mara,Butiama,Buruma,BURUMA,S.2316,Government,0,0,76,10,76,20,0,0,22,0,76,5,0,0,76,100,76,150,76,65,76,30,16,15
Mara,Butiama,Busegwe,BUSEGWE GIRLS',S.4142,Non-Government,0,0,54,35,54,40,0,35,34,35,54,40,54,30,54,50,54,40,54,38,54,50,28,35
Mara,Butiama,Busegwe,CHIEF IHUNYO,S.2413,Government,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mara,Butiama,Buswahili,BARANGA,S.4641,Government,0,0,76,25,76,20,0,0,20,15,76,6,0,0,76,39,76,33,76,30,76,15,13,12
Mara,Butiama,Buswahili,BUKO,S.2324,Government,0,0,53,6,53,28,0,0,12,6,53,2,0,0,53,28,53,6,53,4,53,3,12,6
Mara,Butiama,Buswahili,WEGERO,S.2321,Government,0,0,60,56,60,38,0,0,21,60,60,2,0,0,60,30,60,18,60,19,60,5,9,50
Mara,Butiama,Butiama,BUTIAMA,S.1429,Government,0,65,194,65,194,54,0,0,50,72,194,2,0,0,194,123,194,62,194,65,194,59,50,72
Mara,Butiama,Butiama,CHIEF WANZAGI GIRLS',S.4070,Non-Government,0,0,73,69,73,45,0,0,72,35,73,60,0,0,73,124,73,58,73,50,73,54,50,76
Mara,Butiama,Butiama,MBEZA BUTETE,S.4355,Non-Government,0,0,9,3,9,3,0,0,9,3,9,3,0,0,9,3,9,3,9,3,9,3,9,3
Mara,Butiama,Butuguri,BUTUGURI,S.2320,Government,0,0,192,128,192,56,0,0,29,6,192,8,0,0,192,315,192,105,192,73,192,315,29,26
Mara,Butiama,Bwiregi,BUMASWA,S.2323,Government,0,0,91,76,91,76,0,0,26,5,91,3,0,0,91,59,91,44,91,12,91,20,11,5
Mara,Butiama,Kukirango,KIABAKARI,S.4313,Government,0,0,125,81,125,120,0,0,26,19,125,19,0,0,125,132,125,119,125,124,125,31,31,36
Mara,Butiama,Kukirango,KUKIRANGO,S.718,Government,0,0,202,270,202,205,15,3,59,180,202,10,13,3,202,105,202,105,202,105,202,100,59,240
Mara,Butiama,Kyanyari,KYANYARI,S.1994,Government,0,0,206,63,206,88,0,0,50,22,206,17,0,0,206,113,206,63,0,53,206,99,28,52
Mara,Butiama,Masaba,MASABA,S.2319,Government,0,0,221,45,221,30,0,0,27,12,221,3,0,0,221,21,221,30,221,30,221,20,13,5
Mara,Butiama,Mirwa,MIRWA,S.1997,Government,0,0,73,5,73,2,0,0,21,1,73,2,0,0,73,26,73,34,73,31,73,8,15,5
Mara,Butiama,Muriaza,BUMANGI,S.663,Government,0,0,194,280,194,90,8,5,62,90,194,16,8,5,194,125,194,172,194,69,194,27,62,94
Mara,Butiama,Nyamimange,KIAGATA,S.291,Government,0,0,143,143,143,80,0,0,60,60,143,25,0,0,143,110,143,143,143,35,143,25,50,50
Mara,Butiama,Nyankanga,KEMORAMBA,S.1430,Government,0,0,111,110,111,15,0,0,32,47,111,9,0,0,111,79,111,45,111,38,111,53,20,124
Mara,Butiama,Nyankanga,MUSOMA UTALII,S.2541,Non-Government,0,0,23,45,23,50,5,55,18,20,23,55,5,40,23,210,23,50,23,50,23,300,23,80
Mara,Butiama,Nyankanga,PELAZIA,S.4446,Non-Government,0,0,47,5,47,5,0,0,27,5,47,5,0,0,47,30,47,5,47,5,47,30,19,5
Mara,Butiama,Sirorisimba,ADAM K. MALIMA,S.5480,Government,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mara,Musoma,Bugoji,DAN-MAPIGANO MEMORIAL,S.5350,Government,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mara,Musoma,Bugwema,BUGWEMA,S.1993,Government,0,0,73,36,73,17,0,0,23,10,73,2,0,0,73,42,0,36,73,19,73,29,16,15
Mara,Musoma,Bukima,BUKIMA,S.1432,Government,0,0,143,55,143,55,0,0,45,55,143,39,0,0,143,91,143,60,143,80,143,32,37,50
Mara,Musoma,Bukumi,MTIRO,S.2002,Government,0,0,158,43,158,12,0,0,40,12,158,3,0,0,158,34,158,23,158,24,158,78,20,3
Mara,Musoma,Bulinga,BULINGA,S.5213,Government,0,0,80,0,80,0,0,0,23,0,80,0,80,0,80,0,80,0,80,0,80,0,23,0
Mara,Musoma,Busambara,BUSAMBARA,S.5351,Government,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mara,Musoma,Bwasi,BWASI,S.346,Non-Government,0,0,76,19,76,10,0,0,43,10,76,7,0,0,76,29,76,13,76,12,76,11,43,9
Mara,Musoma,Bwasi,NYANJA,S.2318,Government,0,0,113,65,113,7,0,0,113,5,101,2,0,0,101,0,101,12,101,11,101,10,18,1
Mara,Musoma,Etaro,ETARO,S.1999,Government,0,0,156,65,156,65,0,0,34,35,156,5,0,0,156,80,156,50,156,50,156,60,30,20
Mara,Musoma,Kiriba,KIRIBA,S.2317,Government,0,0,174,93,174,55,0,0,17,25,174,30,0,0,174,30,174,54,174,55,174,32,14,47
Mara,Musoma,Makojo,MAKOJO,S.2000,Government,0,0,60,46,60,40,0,0,24,50,60,3,0,0,60,49,60,36,60,31,60,4,17,50
Mara,Musoma,Mugango,MUGANGO,S.464,Government,0,0,166,128,166,39,0,0,50,91,166,20,0,0,166,21,166,41,166,55,166,42,50,81
Mara,Musoma,Murangi,MURANGI,S.2322,Government,0,0,114,40,114,45,0,0,22,30,114,5,0,0,114,52,114,40,114,32,114,20,22,30
Mara,Musoma,Musanja,MABUI,S.3532,Government,0,0,82,94,82,7,0,0,8,7,82,0,0,0,82,0,82,11,82,16,82,1,3,19
Mara,Musoma,Nyakatende,KIGERA,S.5476,Government,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mara,Musoma,Nyakatende,NYAKATENDE,S.1992,Government,0,0,116,64,116,30,0,0,0,2,116,4,0,0,116,39,116,22,116,22,116,1,20,2
Mara,Musoma,Nyambono,NYAMBONO,S.1431,Government,0,0,227,174,227,111,0,0,56,122,227,26,0,0,227,127,227,162,227,127,227,30,21,14
Mara,Musoma,Nyamrandirira,KASOMA,S.547,Government,0,0,189,80,189,45,0,0,33,38,189,13,0,0,189,55,189,50,189,44,189,40,33,42
Mara,Musoma,Nyamrandirira,SEKA,S.5478,Government,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mara,Musoma,Nyegina,MKIRIRA,S.2325,Government,0,0,57,20,57,2,0,0,18,10,57,2,0,0,57,20,57,16,57,19,57,20,18,46
Mara,Musoma,Nyegina,NYEGINA,S.406,Non-Government,0,0,51,60,51,40,0,0,40,35,51,25,0,0,51,30,51,0,51,32,51,29,34,25
Mara,Musoma,Rusoli,RUSOLI,S.4314,Government,0,0,101,97,101,72,0,0,101,77,101,2,0,0,101,84,101,35,101,27,101,19,101,46
Mara,Musoma,Suguti,SUGUTI,S.1995,Government,0,0,157,139,157,65,0,0,17,79,157,7,0,0,157,82,157,52,157,61,157,134,19,71
