region,council,ward,schoolName,regNumber,ownership,Agriculture_form3Students,agriculture_form3Books,basicMath_form3Students,bmath_form3Books,biology_form3Students,biology_form3Books,bkeeping_form3Students,bkeeping_form3Books,chemistry_form3Students,chemistry_form3Books,civics_form3Students,civics_form3Books,commerce_form3Students,commerce_form3Books,english_form3Students,english_form3Books,geography_form3Students,geography_form3Books,history_form3Students,history_form3Books,kiswahili_form3Students,kiswahili_form3Books,physics_form3Students,physics_form3Books
Arusha,Arusha,Bangata,BANG'ATA,S.906,Government,0,0,126,65,126,53,0,0,34,24,126,1,0,0,126,5,126,45,126,45,126,4,31,16
Arusha,Arusha,Bangata,SAKURA,S.4920,Non-Government,0,0,41,45,41,50,0,0,34,40,41,50,0,0,41,50,41,45,41,45,41,45,20,45
Arusha,Arusha,Bwawani,OLOKII,S.2499,Government,0,0,132,7,132,28,0,0,23,4,132,3,0,0,132,21,132,0,132,56,132,7,10,8
Arusha,Arusha,Ilkiding'a,ILKIDING'A,S.732,Government,0,0,314,18,314,26,0,0,40,9,314,18,0,0,314,22,314,28,314,19,314,27,40,8
Arusha,Arusha,Kimnyaki,KIMNYAKI,S.541,Government,0,0,246,109,246,48,0,0,97,46,246,6,0,0,246,83,246,82,246,83,246,113,31,56
Arusha,Arusha,Kiranyi,NGATEU,S.799,Non-Government,0,0,36,8,36,30,3,1,20,18,36,7,3,1,36,74,36,9,36,9,36,61,18,9
Arusha,Arusha,Kiranyi,TRUST PATRICK,S.1835,Non-Government,0,0,48,90,48,90,10,50,38,50,48,90,10,50,48,90,48,90,48,90,48,90,38,50
Arusha,Arusha,Kiranyi,WINNING SPIRIT,S.3560,Non-Government,0,0,39,25,39,19,10,3,29,14,39,12,10,4,39,25,39,16,39,12,39,18,29,15
Arusha,Arusha,Kisongo,EINOTI,S.647,Government,0,0,203,40,203,25,74,4,48,25,203,10,74,2,203,20,203,9,203,46,203,40,36,12
Arusha,Arusha,Kisongo,ELITE,S.3577,Non-Government,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
Arusha,Arusha,Kisongo,NEW LIFE,S.3975,Non-Government,0,0,9,8,9,7,9,8,9,6,9,4,9,7,9,7,9,8,9,8,9,5,9,6
Arusha,Arusha,Kisongo,ST. THADEUS,S.4418,Non-Government,0,0,50,32,50,25,18,40,34,41,50,45,18,33,50,44,50,36,50,49,50,27,34,28
Arusha,Arusha,Kisongo,ST. THERESA OF THE CHILD JESUS,S.3861,Non-Government,0,0,85,90,85,102,34,40,37,78,85,92,37,52,85,124,85,87,85,90,85,135,37,65
Arusha,Arusha,Kisongo,YAKINI,S.4968,Non-Government,0,0,37,14,37,15,12,14,17,10,37,20,12,23,37,23,37,38,37,38,37,38,17,7
Arusha,Arusha,Laroi,ARUSHA SCIENCE,S.5310,Non-Government,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arusha,Arusha,Laroi,OLJORO,S.802,Government,0,0,152,150,152,82,0,0,34,104,152,72,0,0,152,149,152,57,152,79,152,149,29,106
Arusha,Arusha,Lemanyata,CORNERSTONE LEADERSHIP,S.4472,Non-Government,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arusha,Arusha,Mateves,ASSALAF ISLAMIC,S.4883,Non-Government,0,0,37,21,37,28,12,7,18,9,37,16,12,8,37,88,37,15,37,10,37,64,18,11
Arusha,Arusha,Mateves,MATEVES,S.1926,Government,0,0,151,0,151,6,0,0,44,4,151,0,0,0,151,1,151,24,151,24,151,2,45,0
Arusha,Arusha,Mateves,ST.JOSEPH NGARENARO (GIRLS),S.224,Non-Government,0,0,58,40,58,30,0,0,30,30,58,30,0,0,58,55,58,40,58,40,58,53,24,25
Arusha,Arusha,Mlangarini,D'ALZON GIRLS,S.4100,Non-Government,0,0,39,119,39,65,9,20,20,43,39,35,9,17,39,153,39,93,39,28,39,167,20,40
Arusha,Arusha,Mlangarini,KISERIANI,S.5348,Government,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arusha,Arusha,Mlangarini,MLANGARINI,S.1040,Government,0,0,414,128,414,137,0,0,173,96,414,0,0,0,414,30,414,149,414,123,414,30,97,105
Arusha,Arusha,Mlangarini,MWEDO,S.4420,Non-Government,0,0,39,59,39,31,0,0,39,34,39,39,0,0,39,65,39,20,39,20,39,36,39,60
Arusha,Arusha,Mlangarini,SHEPHERDS,S.4601,Non-Government,0,0,30,20,30,30,0,0,30,15,30,20,0,0,30,63,30,21,30,20,30,67,30,24
Arusha,Arusha,Moivo,BISHOP DURNING,S.1676,Non-Government,0,0,25,24,25,20,4,7,9,13,25,20,4,7,25,30,25,20,25,23,25,33,9,8
Arusha,Arusha,Moivo,ENABOISHU,S.81,Non-Government,0,0,43,80,43,30,16,24,27,30,43,25,16,70,43,34,43,40,43,65,43,30,27,40
Arusha,Arusha,Moivo,ILBORU,S.24,Government,0,0,108,88,108,38,0,0,108,12,108,12,0,0,108,100,108,92,108,60,108,53,108,140
Arusha,Arusha,Musa,LIKAMBA,S.5349,Government,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arusha,Arusha,Musa,MUSA,S.2501,Government,0,0,77,70,77,40,0,0,22,40,77,5,0,0,77,40,77,33,77,25,77,22,22,35
Arusha,Arusha,Mwandet,LOSIKITO,S.5110,Government,0,0,104,3,104,2,0,0,35,2,104,1,0,0,104,1,104,2,104,2,104,1,35,1
Arusha,Arusha,Mwandet,MWANDET,S.1268,Government,0,0,237,3,237,4,0,0,147,60,237,11,0,0,237,201,237,135,237,131,237,5,134,0
Arusha,Arusha,Nduruma,NDURUMA,S.679,Government,0,0,161,120,161,35,0,0,35,30,161,9,0,0,161,30,161,38,161,45,161,30,35,27
Arusha,Arusha,Nduruma,OLE MEDEYE,S.4569,Government,0,0,92,25,92,22,0,0,15,11,92,1,0,0,92,8,92,3,92,43,92,1,7,16
Arusha,Arusha,Oldonyosambu,OLDONYO SAMBU,S.649,Government,0,0,100,114,100,138,0,0,100,70,100,23,0,0,100,123,100,130,100,87,100,20,100,37
Arusha,Arusha,Oldonyowas,ARUSHA CATHOLIC SEMINARY,S.204,Non-Government,0,0,46,46,46,46,0,46,46,46,46,46,0,0,46,46,46,46,46,46,46,46,46,46
Arusha,Arusha,Oldonyowas,LOSINONI,S.5347,Government,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arusha,Arusha,Oldonyowas,OLDONYOWAS,S.5111,Government,0,0,122,0,122,0,0,0,15,0,122,0,0,0,122,0,122,0,122,0,122,0,15,0
Arusha,Arusha,Oljoro,ENDEVES,S.2809,Government,0,0,93,130,93,26,0,0,20,80,93,2,0,0,93,1,93,2,93,26,93,2,9,70
Arusha,Arusha,Olkokola,LENGIJAVE,S.4609,Government,0,0,78,6,78,30,0,0,23,20,78,1,0,0,78,40,78,35,78,35,78,5,9,10
Arusha,Arusha,Olkokola,MUKULAT,S.542,Government,0,1,243,68,243,86,0,0,78,43,243,17,0,0,243,216,243,80,243,79,243,53,78,62
Arusha,Arusha,Olmotonyi,OLMOTONYI FOREST,S.4700,Government,0,0,214,40,214,5,0,0,73,86,214,30,0,0,214,100,214,75,214,86,214,46,73,28
Arusha,Arusha,Olorien,KILIMANJARO ISLAMIC,S.4541,Non-Government,0,0,148,90,148,80,44,80,104,80,148,90,44,80,148,90,148,90,148,90,148,90,104,80
Arusha,Arusha,Olorien,KIRANYI,S.1791,Government,0,0,344,208,344,141,46,8,58,65,344,12,46,8,344,150,344,168,344,167,344,289,67,55
Arusha,Arusha,Olorien,MRINGA,S.329,Government,0,0,305,321,305,842,33,9,72,20,305,48,39,73,305,375,305,286,305,375,305,503,50,503
Arusha,Arusha,Olorien,NEWLIFE OLOSIVA,S.4784,Non-Government,0,0,50,29,50,31,12,26,26,25,50,24,12,21,50,26,50,24,50,25,50,24,21,21
Arusha,Arusha,Olturoto,ENYOITO,S.920,Government,0,0,399,160,399,87,0,0,118,56,399,15,0,0,399,139,399,74,399,148,399,185,60,20
Arusha,Arusha,Olturoto,OLTUROTO,S.5452,Government,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arusha,Arusha,Olturumet,OLTRUMET,S.2502,Government,0,0,74,18,74,11,0,0,9,8,74,13,0,0,74,12,74,9,74,1,74,13,8,2
Arusha,Arusha,Olturumet,OSILIGI,S.3429,Government,0,0,87,116,87,100,12,3,23,29,87,6,12,4,87,59,87,35,87,40,87,12,23,19
Arusha,Arusha,Olturumet,SOS HGS,S.1398,Non-Government,0,0,42,36,42,36,15,10,27,36,42,36,15,10,42,40,42,36,42,36,42,40,27,36
Arusha,Arusha,Sambasha,SAMBASHA,S.4774,Government,0,0,137,50,137,2,0,0,29,2,137,1,0,0,137,4,137,2,137,24,137,4,29,2
Arusha,Arusha,Sambasha,TIMBOLO BAPTIST,S.4427,Non-Government,0,0,2,31,2,32,0,0,0,40,2,29,0,0,2,102,2,29,2,15,2,30,0,56
Arusha,Arusha,Sokon II,NG'IRESI,S.2808,Government,0,0,122,30,122,32,0,0,30,20,122,10,0,0,122,24,122,8,122,13,122,32,30,20
Arusha,Arusha,Sokon II,OLDADAI,S.333,Government,43,46,182,88,182,74,0,0,121,64,182,50,0,0,182,133,182,68,182,90,182,92,60,92
Arusha,Arusha,Sokon II,SOKONI II,S.4854,Government,0,0,246,3,246,11,0,1,60,9,246,2,0,1,246,20,246,3,246,26,246,23,246,2
Arusha,Arusha CC,Baraa,BARAA,S.1104,Government,0,0,267,186,267,118,37,0,100,94,267,89,37,0,267,111,267,86,267,107,267,120,91,92
Arusha,Arusha CC,Baraa,SORENYI,S.3680,Government,0,0,150,115,150,5,0,0,17,26,150,1,0,0,150,37,150,78,150,78,150,15,6,25
Arusha,Arusha CC,Daraja Ii,ARUSHA GIRLS ISLAMIC,S.4469,Non-Government,0,0,32,4,32,5,0,0,17,12,32,2,0,0,32,13,32,1,32,1,32,3,17,7
Arusha,Arusha CC,Daraja Ii,FELIX MREMA,S.4168,Government,0,0,219,85,219,16,0,0,66,13,219,40,0,0,219,324,219,159,219,159,219,102,66,45
Arusha,Arusha CC,Elerai,ELERAI,S.2018,Government,0,0,277,56,277,25,35,4,62,25,277,7,35,4,277,0,277,109,277,109,277,109,62,20
Arusha,Arusha CC,Elerai,KILIMANJARO MODERN BOYS,S.5302,Non-Government,0,0,37,20,37,20,13,18,24,12,37,20,13,13,37,15,37,18,37,45,37,10,24,18
Arusha,Arusha CC,Engutoto,EL-SHAMMAH,S.4786,Non-Government,0,0,18,6,18,7,0,5,12,15,18,5,0,4,18,30,18,7,18,7,18,25,12,8
Arusha,Arusha CC,Engutoto,KORONA,S.4415,Government,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arusha,Arusha CC,Engutoto,NJIRO,S.2624,Government,0,0,203,0,203,0,35,0,51,0,203,0,35,0,203,10,203,2,203,0,203,0,47,3
Arusha,Arusha CC,Kaloleni,KALOLENI,S.791,Government,0,0,118,150,118,150,8,3,45,96,118,1,8,4,118,90,118,110,118,6,118,180,43,48
Arusha,Arusha CC,Kati,ARUSHA,S.35,Government,0,0,291,198,291,156,42,4,97,31,291,12,42,125,291,217,291,28,291,31,291,38,97,83
Arusha,Arusha CC,Kati,BONDENI,S.408,Non-Government,0,0,50,1,50,1,6,1,25,1,50,1,6,1,50,1,50,1,50,1,50,1,25,1
Arusha,Arusha CC,Kimandolu,BRAINY HEROES BOYS,S.2147,Non-Government,0,0,41,18,41,18,10,4,10,16,41,13,41,6,41,72,41,19,41,17,41,18,10,14
Arusha,Arusha CC,Kimandolu,KIMANDOLU,S.466,Non-Government,20,20,24,20,24,20,0,0,20,20,24,20,0,0,24,80,24,20,24,20,24,20,20,20
Arusha,Arusha CC,Kimandolu,KIMASEKI,S.1841,Government,0,0,397,128,397,63,58,40,126,30,397,35,58,10,397,210,397,121,397,132,397,33,126,20
Arusha,Arusha CC,Kimandolu,SUYE,S.4557,Government,0,0,497,101,497,90,0,0,57,10,497,34,0,0,497,30,497,27,497,34,497,14,57,10
Arusha,Arusha CC,Lemara,LEMARA,S.1284,Government,0,0,154,238,154,277,47,1,50,73,154,9,47,10,154,584,154,141,154,99,154,193,50,110
Arusha,Arusha CC,Lemara,NAURA,S.3838,Government,0,0,309,79,309,84,0,28,41,18,309,2,0,0,309,177,309,37,309,41,309,34,41,46
Arusha,Arusha CC,Lemara,NOTREDAME,S.3733,Non-Government,0,0,77,14,77,31,22,6,55,48,77,55,22,6,77,15,77,58,77,46,77,14,55,27
Arusha,Arusha CC,Lemara,RENEA,S.4807,Non-Government,0,0,33,20,33,25,9,4,14,7,33,8,9,5,33,12,33,12,33,12,33,28,12,27
Arusha,Arusha CC,Levolosi,ARUSHA MERU,S.66,Non-Government,0,0,17,20,17,20,13,15,4,20,17,0,13,15,17,20,17,20,0,0,17,20,4,20
Arusha,Arusha CC,Levolosi,MARANATHA MISSION SEMINARY,S.4888,Non-Government,0,0,11,6,11,5,2,5,6,4,11,4,2,4,11,30,11,6,11,5,11,25,6,4
Arusha,Arusha CC,Moivaro,MOIVARO,S.5104,Government,0,0,132,0,132,0,0,0,47,0,132,0,0,0,132,0,132,0,132,0,132,0,63,0
Arusha,Arusha CC,Moivaro,ST. JUDE GIRLS,S.5243,Non-Government,0,0,77,89,77,73,16,58,48,31,77,42,16,117,77,130,77,124,77,103,77,150,48,44
Arusha,Arusha CC,Moshono,LOSIRWAY,S.4555,Government,0,0,62,40,62,40,0,0,22,10,62,30,0,0,62,24,62,42,62,45,62,18,22,30
Arusha,Arusha CC,Moshono,MOSHONO,S.1089,Government,0,0,143,15,143,50,46,7,42,42,143,9,46,10,143,28,143,0,143,25,143,13,42,38
Arusha,Arusha CC,Moshono,ST. MONICA MOSHONO GIRLS,S.4898,Non-Government,0,0,84,86,84,86,34,41,50,68,84,86,34,41,84,150,84,86,84,86,84,145,50,68
Arusha,Arusha CC,Moshono,ST. PADRI PIO GIRLS,S.5563,Non-Government,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arusha,Arusha CC,Muriet,ARUSHA TERRAT,S.5103,Government,0,0,210,0,210,0,0,0,58,0,210,0,0,0,210,0,210,0,210,0,210,0,58,0
Arusha,Arusha CC,Muriet,CHETI,S.5071,Non-Government,0,0,21,4,21,8,0,1,20,8,21,4,0,2,21,15,21,4,21,5,21,16,20,4
Arusha,Arusha CC,Muriet,HADY,S.4821,Non-Government,0,0,22,10,22,10,3,10,16,10,22,10,3,10,22,10,22,10,22,10,22,10,19,10
Arusha,Arusha CC,Muriet,HEAL SUN,S.5023,Non-Government,0,0,15,13,15,2,0,0,10,4,15,5,0,0,15,40,15,7,13,5,15,39,0,0
Arusha,Arusha CC,Muriet,KINANA,S.1105,Government,0,0,161,46,161,30,0,0,63,20,161,4,0,0,161,66,161,58,161,66,161,10,63,30
Arusha,Arusha CC,Muriet,MURIET SPRING,S.4676,Non-Government,0,0,3,10,3,10,0,0,2,10,3,10,0,0,3,15,3,10,3,15,3,20,2,10
Arusha,Arusha CC,Ngarenaro,NGARENARO,S.2623,Government,0,0,586,330,586,235,63,50,154,114,586,34,63,43,586,280,586,227,586,209,586,250,154,173
Arusha,Arusha CC,Olasiti,ARUSHA CITY BOYS,S.4627,Non-Government,0,0,33,40,33,40,9,40,24,40,33,40,9,40,33,40,33,40,33,40,33,40,24,40
Arusha,Arusha CC,Olasiti,ARUSHA GIRLS,S.4801,Government,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arusha,Arusha CC,Olasiti,MRISHO GAMBO,S.5255,Government,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arusha,Arusha CC,Olasiti,OLASITI,S.4556,Government,0,0,324,141,324,71,0,0,126,15,324,50,0,0,324,348,324,40,324,158,324,315,126,66
Arusha,Arusha CC,Olasiti,PEACE HOUSE,S.3886,Non-Government,0,0,89,0,89,0,17,10,55,15,89,35,17,5,89,80,89,40,89,37,89,50,58,20
Arusha,Arusha CC,Olmoti,OLMOTI,S.4929,Government,0,0,188,0,188,0,0,0,45,0,188,0,0,0,188,0,188,0,188,0,188,0,26,0
Arusha,Arusha CC,Oloirien,OLORIENI,S.1843,Government,0,0,274,5,274,82,0,0,90,8,274,1,0,5,274,10,274,49,274,18,274,36,90,5
Arusha,Arusha CC,Osunyai Jr,SOMBETINI,S.3659,Government,0,0,432,295,432,276,22,40,156,142,432,54,22,15,432,430,432,190,432,190,432,165,156,140
Arusha,Arusha CC,Sakina,SAKINA,S.2380,Non-Government,0,0,38,38,38,38,14,24,24,24,38,38,14,38,38,38,38,38,38,38,38,38,24,24
Arusha,Arusha CC,Sekei,PRIME,S.2392,Non-Government,0,0,19,4,19,4,12,8,7,6,19,10,12,6,19,7,19,9,19,3,19,3,7,5
Arusha,Arusha CC,Sinoni,ARUSHA BOYS ISLAMIC,S.4463,Non-Government,0,0,46,2,46,8,0,0,40,10,46,1,0,0,46,10,46,10,46,10,46,10,20,6
Arusha,Arusha CC,Sinoni,EDMUND RICE SINON,S.405,Non-Government,18,12,211,96,211,148,38,21,108,73,211,222,38,36,211,495,211,132,211,136,211,291,93,53
Arusha,Arusha CC,Sinoni,SINON,S.955,Government,0,0,459,207,459,204,63,7,87,178,459,18,63,7,459,374,459,369,459,260,459,181,87,166
Arusha,Arusha CC,Sokoni I,MURIET,S.4414,Government,0,0,229,58,229,23,0,3,63,27,229,4,0,5,229,7,229,12,229,91,229,8,63,5
Arusha,Arusha CC,Sokoni I,NAKIDO,S.4782,Non-Government,0,0,39,15,39,15,18,10,21,10,39,15,18,10,39,90,39,15,39,15,39,90,21,10
Arusha,Arusha CC,Terrat,INTEL,S.4960,Non-Government,0,0,31,22,31,22,12,22,12,22,31,22,6,22,31,22,31,0,31,0,31,0,31,0
Arusha,Arusha CC,Terrat,MKONOO,S.4783,Government,0,0,108,1,108,1,0,0,22,33,108,8,0,0,108,2,108,29,108,24,108,2,22,1
Arusha,Arusha CC,Terrat,NYAHIRI,S.5014,Non-Government,0,0,16,10,16,9,16,7,16,7,16,9,16,5,16,10,16,8,16,8,16,8,16,8
Arusha,Arusha CC,Themi,ARUSHA DAY,S.422,Government,0,0,172,68,172,138,26,0,88,16,172,60,26,0,172,185,172,50,172,148,172,49,84,25
Arusha,Arusha CC,Themi,RENEA GIRLS',S.4229,Non-Government,0,0,30,13,30,6,10,5,20,6,30,5,10,4,30,15,30,8,30,7,30,15,20,6
Arusha,Arusha CC,Themi,THEMI,S.2622,Government,0,0,480,181,480,81,56,1,58,50,480,7,56,10,480,105,480,16,480,90,480,67,58,75
Arusha,Karatu,Baray,BARAY,S.2494,Government,38,8,91,46,91,18,0,0,91,11,91,7,0,0,91,36,91,16,91,30,91,48,11,14
Arusha,Karatu,Baray,QANGDEND,S.3757,Government,9,0,47,0,47,0,0,0,9,0,47,61,0,0,47,0,47,21,47,20,47,12,5,0
Arusha,Karatu,Buger,MARANG,S.2814,Government,0,1,42,10,42,12,0,0,42,19,42,1,0,0,42,4,42,14,42,3,42,1,42,1
Arusha,Karatu,Buger,ORBOSHAN,S.2815,Government,23,0,37,37,37,5,0,0,24,18,37,1,0,0,37,12,37,0,37,1,37,1,10,15
Arusha,Karatu,Daa,CHAENDA,S.2845,Government,0,0,92,75,92,73,0,0,92,20,92,26,0,0,92,78,92,78,92,35,92,51,24,11
Arusha,Karatu,Endabash,ENDABASH,S.1536,Government,0,6,137,43,137,45,0,0,76,18,137,23,0,0,137,51,137,61,137,46,137,32,37,21
Arusha,Karatu,Endabash,QARU,S.3657,Government,0,0,64,56,64,16,0,0,21,51,64,13,0,0,64,13,64,16,64,31,64,13,15,14
Arusha,Karatu,Endamarariek,BARAY KHUSMAYI,S.5131,Government,0,0,56,3,56,2,0,0,23,2,56,2,0,0,56,3,56,2,56,2,56,2,13,2
Arusha,Karatu,Endamarariek,DR.WILBROD SLAA,S.4019,Government,0,0,72,40,72,8,0,0,43,7,72,7,0,0,72,32,72,15,72,27,72,10,31,20
Arusha,Karatu,Endamarariek,ENDALLAH,S.1535,Government,0,4,182,60,182,55,0,0,91,30,182,10,0,0,182,40,182,40,182,40,182,40,61,50
Arusha,Karatu,Endamarariek,FLORIAN,S.994,Government,55,16,104,92,104,52,0,0,65,30,104,15,0,0,104,69,104,53,104,58,104,75,25,29
Arusha,Karatu,Endamarariek,GETAMOCK,S.3656,Government,19,10,49,24,49,49,0,0,18,9,49,7,0,0,49,28,49,32,49,22,49,19,16,7
Arusha,Karatu,Ganako,GANAKO,S.1267,Government,62,17,123,70,123,20,0,0,62,34,123,18,0,0,123,64,123,70,123,70,123,21,62,31
Arusha,Karatu,Ganako,MICHAUD GIRLS,S.4970,Non-Government,0,0,59,50,59,39,0,0,59,58,59,47,0,0,59,53,59,39,59,33,59,41,59,41
Arusha,Karatu,Ganako,MLIMANI SUMAWE,S.3839,Government,21,4,125,16,125,38,0,0,55,66,125,4,0,0,125,26,125,3,125,55,125,1,51,6
Arusha,Karatu,Kansay,KANSAY,S.1537,Government,30,0,81,0,81,0,0,0,31,0,81,0,0,0,81,0,81,0,81,0,81,0,16,0
Arusha,Karatu,Karatu,ENDAROFTA,S.235,Non-Government,16,10,30,15,30,25,0,0,30,30,30,25,0,0,30,28,30,20,30,30,30,20,12,20
Arusha,Karatu,Karatu,GYEKRUM ARUSHA,S.2811,Government,95,1,95,3,95,4,0,0,46,2,95,5,0,0,95,9,95,4,95,24,95,1,16,0
Arusha,Karatu,Mang'ola,ANNA GAMAZO,S.1143,Non-Government,0,0,99,38,99,45,0,0,99,35,99,30,0,0,99,46,99,30,99,30,99,35,96,80
Arusha,Karatu,Mang'ola,DOMEL,S.2812,Government,21,10,82,60,82,19,0,0,32,22,82,10,0,0,82,30,82,10,82,34,82,36,14,10
Arusha,Karatu,Mang'ola,MANG'OLA,S.2493,Government,36,14,103,5,103,15,0,0,36,9,103,5,0,0,103,6,103,9,103,6,103,18,13,20
Arusha,Karatu,Mbulumbulu,AWET,S.512,Government,42,6,125,90,125,100,0,0,51,50,125,12,0,0,125,0,125,39,125,45,125,30,20,12
Arusha,Karatu,Mbulumbulu,SLAHAMO,S.1165,Government,37,18,82,37,82,9,0,0,37,10,82,6,0,0,82,84,82,17,82,41,82,25,37,21
Arusha,Karatu,Mbulumbulu,UPPER KITETE,S.3758,Government,21,2,88,52,88,12,0,0,32,9,88,5,0,0,88,11,88,4,88,2,88,10,18,21
Arusha,Karatu,Oldeani,OLDEAN,S.2813,Government,40,16,147,140,147,135,0,0,80,90,147,35,0,0,147,350,147,43,147,42,147,289,62,145
Arusha,Karatu,Qurus,BANJIKA,S.1534,Government,35,0,155,50,155,40,0,0,50,20,155,10,0,0,155,90,155,60,155,35,155,45,50,57
Arusha,Karatu,Qurus,EDITH GVORA,S.4990,Government,14,2,28,46,28,30,0,0,15,28,28,35,0,0,28,35,28,56,28,43,28,43,8,3
Arusha,Karatu,Qurus,GYEKRUM LAMBO,S.2496,Government,21,3,69,20,69,10,0,0,21,5,69,15,0,0,69,8,69,10,69,17,69,14,21,4
Arusha,Karatu,Qurus,KARATU,S.137,Government,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arusha,Karatu,Qurus,QURUS,S.5130,Government,0,0,31,1,31,1,0,0,31,1,31,1,0,0,31,4,31,1,31,1,31,3,31,1
Arusha,Karatu,Qurus,WELWEL,S.1164,Government,11,15,118,219,118,69,0,11,35,172,118,22,12,4,118,41,118,20,118,45,118,19,21,74
Arusha,Karatu,Rhotia,DIEGO,S.1533,Government,42,1,100,40,100,30,0,0,43,35,100,5,0,0,100,138,100,10,100,50,100,140,18,26
Arusha,Karatu,Rhotia,KAINAM RHOITA,S.3658,Government,0,3,37,28,37,10,0,0,11,27,37,2,0,0,37,22,37,20,37,20,37,12,6,4
Arusha,Karatu,Rhotia,KILIMAMOJA,S.2810,Government,22,4,93,69,93,17,0,0,22,24,93,2,0,0,93,2,93,27,93,23,93,6,22,45
Arusha,Karatu,Rhotia,KILIMATEMBO,S.2495,Government,49,24,49,108,49,38,0,0,49,80,49,19,0,0,49,56,49,45,49,30,49,46,49,85
Arusha,Longido,Engarenaibor,ENGARENAIBOR,S.2497,Government,9,20,174,211,174,20,0,0,89,28,174,14,0,0,174,72,174,79,174,168,174,190,38,28
Arusha,Longido,Engikaret,SUMA ENGIKARETH,S.4623,Non-Government,0,0,52,20,52,20,52,0,45,20,52,20,0,0,52,20,52,20,52,20,52,20,45,10
Arusha,Longido,Gelai Lumbwa,LEKULE,S.4476,Government,0,0,158,97,158,68,0,0,52,42,158,41,0,0,158,149,158,112,158,88,158,124,25,46
Arusha,Longido,Gelai Meirugoi,NATRON FLAMINGO'S,S.4868,Government,0,0,83,30,83,10,0,0,23,15,83,5,0,0,83,15,83,10,83,10,83,10,8,10
Arusha,Longido,Ketumbeine,KETUMBEINE,S.1842,Government,0,0,178,133,178,32,0,0,70,37,178,105,0,0,178,18,178,51,178,12,178,72,74,85
Arusha,Longido,Longido,LONGIDO,S.708,Government,41,27,391,166,391,91,0,0,391,53,391,27,0,0,391,106,391,104,391,120,391,126,80,75
Arusha,Longido,Matale A,MATALE,S.5115,Government,0,0,87,0,87,0,0,0,50,0,87,0,0,0,87,0,87,0,87,0,87,0,50,0
Arusha,Longido,Namanga,NAMANGA,S.2498,Government,0,0,250,36,250,49,59,1,50,36,250,22,59,1,250,10,250,30,250,1,250,12,50,40
Arusha,Longido,Olmolog,ENDUIMET,S.2003,Government,90,18,184,199,184,250,0,0,90,191,184,4,0,260,184,168,184,168,184,60,184,322,90,97
Arusha,Longido,Tingatinga,TINGATINGA,S.4475,Government,52,23,201,63,201,20,0,0,89,15,201,3,0,0,201,288,201,14,201,64,201,80,60,32
Arusha,Meru,Akheri,AKERI,S.798,Government,0,0,175,74,175,35,0,0,83,36,175,16,0,0,175,10,175,9,175,3,175,10,42,16
Arusha,Meru,Akheri,HOLY GHOST FOR THE DEAF,S.5181,Non-Government,0,0,7,20,7,20,0,0,5,20,7,20,0,0,7,20,7,20,7,20,7,20,5,20
Arusha,Meru,Akheri,PATANDI MAALUM,S.5161,Government,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arusha,Meru,Akheri,ST. MARY'S DULUTI,S.3673,Non-Government,0,0,64,40,64,20,11,10,47,25,64,35,17,15,64,25,64,20,64,25,64,15,37,25
Arusha,Meru,Akheri,TENGERU BOYS,S.1677,Non-Government,0,0,132,120,132,130,29,7,103,130,132,49,29,67,132,78,132,65,132,56,132,67,103,98
Arusha,Meru,Imbaseni,AILANGA LUTH. JUNIOR,S.1338,Non-Government,0,0,66,35,66,30,0,0,35,22,66,29,0,0,66,50,66,38,66,35,66,60,35,20
Arusha,Meru,Imbaseni,JUDE MOSHONO,S.4262,Non-Government,0,0,70,106,70,90,20,34,50,45,70,85,20,45,70,85,70,88,70,88,70,110,50,51
Arusha,Meru,Imbaseni,KIWAWA,S.5453,Government,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arusha,Meru,Imbaseni,MERU PEAK,S.4191,Non-Government,0,0,7,13,7,10,0,0,6,10,7,13,0,0,7,0,7,10,7,12,7,18,6,0
Arusha,Meru,Imbaseni,NGONGONGARE,S.3428,Government,0,0,153,127,153,132,0,0,61,82,153,82,0,0,153,82,153,160,153,101,153,82,61,25
